rowid,permanent_identifier,comid,resolution,gnis_id,gnis_name,area_sq_km,reachcode,ftype,fcode,vpuid,data_group,dist_m,location_type,Station,Description,Channel,Slope,notes,dist_to_shore,Latitude,Longitude
472,88880859,41000300136226,2,00178135,Shadow Mountain Lake,5.32105345,14010001002847,436,43615,1401,NW,NA,station,SM-ISL,ShadowMountainISL,NA,NA,guess,84,40.2169,-105.8464
473,88880859,41000300136226,2,00178135,Shadow Mountain Lake,5.32105345,14010001002847,436,43615,1401,NW,NA,station,SM-MID,ShadowMountainReservoirMid-Section,N,West,NA,83,40.2252,-105.8372
474,88880859,41000300136226,2,00178135,Shadow Mountain Lake,5.32105345,14010001002847,436,43615,1401,NW,NA,station,SM-NE1,ShadowMountainNE1,NA,NA,guess,221,40.2402,-105.8313
475,88880859,41000300136226,2,00178135,Shadow Mountain Lake,5.32105345,14010001002847,436,43615,1401,NW,NA,station,SM-NOR,ShadowMountainReservoirNorth,N,West,manually added,271,40.2459,-105.8348
476,88880859,41000300136226,2,00178135,Shadow Mountain Lake,5.32105345,14010001002847,436,43615,1401,NW,NA,station,SM-NOR2,ShadowMountainReservoirNorth2,N,West,manually added,108,40.2446,-105.8394
477,88880859,41000300136226,2,00178135,Shadow Mountain Lake,5.32105345,14010001002847,436,43615,1401,NW,NA,station,SM-NW1,ShadowMountainReservoirNorthWest,N,West,manually added,369,40.2381,-105.8409
478,88880859,41000300136226,2,00178135,Shadow Mountain Lake,5.32105345,14010001002847,436,43615,1401,NW,NA,station,SM-PIC,ShadowMoutainPicnicSite,NA,NA,guess,54,40.2125,-105.8543
479,88880859,41000300136226,2,00178135,Shadow Mountain Lake,5.32105345,14010001002847,436,43615,1401,NW,NA,station,SM-SOU,ShadowMountainSOU,NA,NA,guess,341,40.2105,-105.8469
480,88880859,41000300136226,2,00178135,Shadow Mountain Lake,5.32105345,14010001002847,436,43615,1401,NW,NA,station,SM-TRM,ShadowMoutainTrailRidgeMarina,NA,NA,guess,51,40.2255,-105.8516
481,88889631,41000300142284,2,00178088,Willow Creek Reservoir,1.18222999,14010001002871,436,43615,1401,NW,NA,station,WC-DAM,WillowCreekReservoiratDam,N,West,edited,74,40.148,-105.9426
482,88861035,41000300136678,2,00197899,Windy Gap Reservoir,0.41397711,14010001010337,436,43615,1401,NW,NA,station,WG-DAM,WindyGapReservoiratDam,N,West,edited,61,40.1067,-105.9831
483,120819486,23001900245424,2,00178047,Carter Lake Reservoir,4.533,10190006000870,390,39009,1019,NW,NA,station,CL-DAM1,CarterLakeDam#1,N,East,NA,265,40.3253,-105.2152
484,120819486,23001900245424,2,00178047,Carter Lake Reservoir,4.533,10190006000870,390,39009,1019,NW,NA,station,CL-DAM2,CarterLakeDam#2,NA,NA,"manually added, estimated",55,40.3404,-105.2072
485,120819486,23001900245424,2,00178047,Carter Lake Reservoir,4.533,10190006000870,390,39009,1019,NW,NA,station,CL-DAM3,CarterLakeDam#3,NA,NA,"manually added, estimated",68,40.3511,-105.2116
486,128076370,23001900243024,2,00177416,Horsetooth Reservoir,7.355,10190007002437,390,39009,1019,NW,NA,station,HT-DIX,HorsetoothReservoiratDixonCanyonDam,N,East,NA,206,40.5543,-105.1506
487,128076370,23001900243024,2,00177416,Horsetooth Reservoir,7.355,10190007002437,390,39009,1019,NW,NA,station,HT-SOL,HorsetoothReservoiratSoldierCanyonDam,N,East,NA,205,40.5888,-105.1649
488,128076370,23001900243024,2,00177416,Horsetooth Reservoir,7.355,10190007002437,390,39009,1019,NW,NA,station,HT-SPR,HorsetoothReservoiratSpringCanyonDam,N,East,NA,224,40.5292,-105.1456
489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROSS,NA,station,PTRR,Peterson Reservoir,NA,NA,Moving to match location during low periods,0,40.557137,-105.7923886
490,128075859,23001900233302,2,00177279,Barnes Meadow Reservoir,0.404,10190007002370,390,39004,1019,"CLP, ROSS",NA,station,BRNR,Barnes Meadow Reservoir,NA,NA,Sampling location moved due to access issues,41,40.6001799,-105.8350026
491,128076272,23001900246407,2,00202444,Long Draw Reservoir,1.37363516,10190007002472,390,39009,1019,"CLP, ROSS",NA,station,LNGR,Long Draw Reservoir,NA,NA,Moving to match location during low periods,166,40.5011373,-105.774453
492,128075848,23001900232881,2,00198413,Chambers Lake,0.98574753,10190007025486,390,39009,1019,"CLP, ROSS",NA,station,CBRR,Chambers Lake,NA,NA,NA,54,40.6035,-105.8459
493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROSS,NA,station,JOER,Joe Wright Reservoir,NA,NA,Moving to match location during low periods,70,40.5558912,-105.8760268
494,128075965,23001900256281,2,00177296,Comanche Reservoir,0.452,10190007002393,390,39004,1019,"CLP, ROSS",NA,station,COMR,Comanche Reservoir,NA,NA,Moving to match location during low periods,35,40.58479,-105.6507539
495,128075977,23001900249983,2,00177295,Hourglass Reservoir,0.261,10190007002399,390,39004,1019,"CLP, ROSS",NA,station,HORR,Hourglass Reservoir,NA,NA,Moving to match location during low periods,61,40.581472,-105.632306
